chrom	start	end	tissue number	difference	tissue methylation
chr1	53123500	53123999	4	0.27800179211469545	0.548611111111111
chr1	53698000	53698499	4	0.27462207970682545	0.26351351351351354
chr1	54781500	54781999	4	0.2738502828956913	0.49336283185840707
chr1	2607500	2607999	4	0.27380952380952384	0.5178571428571429
chr1	93676500	93676999	4	0.2738022113022112	0.24324324324324326
chr1	67757500	67757999	4	0.2728556753980482	0.6212121212121212
chr1	41830500	41830999	4	0.2727124183006536	0.6611111111111111
chr1	3162500	3162999	4	0.26844026123703413	0.6131386861313869
chr1	2174500	2174999	4	0.26694500865116977	0.22511848341232227
chr1	12549000	12549499	4	0.26656626506024095	0.48343373493975905
chr1	91737000	91737499	4	0.26595238095238094	0.615
chr1	12556500	12556999	4	0.26589912280701755	0.17708333333333334
chr1	63662000	63662499	4	0.2646103896103895	0.5535714285714286
chr1	10649500	10649999	4	0.2637135922330097	0.6237864077669902
chr1	16975000	16975499	4	0.26250000000000007	0.6499999999999999
chr1	2073500	2073999	4	0.2622747747747748	0.5958333333333333
chr1	66353000	66353499	4	0.26190476190476186	0.45238095238095233
chr1	54781000	54781499	4	0.2618462643678161	0.44666666666666666
chr1	11157500	11157999	4	0.2606225296442688	0.6306818181818181
chr1	3315500	3315999	4	0.2561752763365668	0.513986013986014
chr1	64116500	64116999	4	0.255952380952381	0.369047619047619
chr1	18892000	18892499	4	0.2552447552447553	0.6538461538461539
chr1	6441000	6441499	4	0.25446428571428564	0.34821428571428575
chr1	21955000	21955499	4	0.254420866489832	0.5660919540229885
chr1	2116000	2116499	4	0.2538129973474801	0.5048076923076923
chr1	2277000	2277499	4	0.2533143939393939	0.6060606060606061
chr1	5296500	5296999	4	0.2519054878048781	0.4512195121951219
chr1	93738500	93738999	4	0.25184275184275184	0.7027027027027027
chr1	54324000	54324499	4	0.2513736263736263	0.4807692307692308
chr1	91651500	91651999	4	0.25	0.625
chr1	7455000	7455499	4	0.2489594522019335	0.544407894736842
chr1	47986500	47986999	4	0.24759110338332246	0.18457943925233644
chr1	93740500	93740999	4	0.24757751937984496	0.43992248062015504
chr1	22809000	22809499	4	0.2475601821730643	0.5283018867924528
chr1	39268500	39268999	4	0.24631089549221757	0.4252577319587629
chr1	63973000	63973499	4	0.24541681079211342	0.652542372881356
chr1	19140000	19140499	4	0.24523809523809514	0.6833333333333333
chr1	19438000	19438499	4	0.24347158218125958	0.4529569892473118
chr1	34060500	34060999	4	0.24244505494505503	0.33928571428571425
chr1	18256500	18256999	4	0.24204545454545456	0.19545454545454544
chr1	21822000	21822499	4	0.24038461538461542	0.5096153846153846
chr1	64162000	64162499	4	0.23910256410256414	0.6858974358974359
chr1	2115500	2115999	4	0.23900074571215518	0.48322147651006714
chr1	58402500	58402999	4	0.23833333333333329	0.6366666666666667
chr1	3086500	3086999	4	0.23749999999999993	0.625
chr1	33265000	33265499	4	0.23733108108108103	0.668918918918919
chr1	24111500	24111999	4	0.2362745098039215	0.5637254901960784
chr1	68955500	68955999	4	0.23592999313658214	0.5725806451612903
chr1	29125000	29125499	4	0.23586616635397123	0.3230769230769231
chr1	21559000	21559499	4	0.2351694915254237	0.3898305084745763
chr1	7333000	7333499	5	0.7108585858585859	0.13636363636363635
chr1	32815000	32815499	5	0.5805851063829788	0.26249999999999996
chr1	61589000	61589499	5	0.5664924506387922	0.22619047619047616
chr1	25484000	25484499	5	0.5348684210526315	0.037500000000000006
chr1	46341500	46341999	5	0.5269886363636364	0.234375
chr1	41946000	41946499	5	0.5041666666666667	0.3125
chr1	5477500	5477999	5	0.4921798631476051	0.12903225806451613
chr1	21318000	21318499	5	0.47229853479853495	0.369047619047619
chr1	21320000	21320499	5	0.4572836801752464	0.3409090909090909
chr1	46613000	46613499	5	0.40628865979381446	0.47
chr1	2491000	2491499	5	0.3900560224089636	0.42857142857142855
chr1	35560500	35560999	5	0.38833333333333336	0.24166666666666664
chr1	16633000	16633499	5	0.3867560900400864	0.48913043478260865
chr1	9615000	9615499	5	0.37999999999999995	0.47000000000000003
chr1	15765500	15765999	5	0.37528801843317966	0.39285714285714285
chr1	16765000	16765499	5	0.3691626409017713	0.19565217391304346
chr1	2347500	2347999	5	0.3685483870967743	0.44999999999999996
chr1	6109500	6109999	5	0.3676829268292684	0.42499999999999993
chr1	38197500	38197999	5	0.3646341463414633	0.30000000000000004
chr1	4528000	4528499	5	0.36458333333333326	0.21875
chr1	2426500	2426999	5	0.3645276292335116	0.356060606060606
chr1	11720000	11720499	5	0.36363636363636365	0.38636363636363635
chr1	2949000	2949499	5	0.3607419712070876	0.488095238095238
chr1	2921500	2921999	5	0.3546583850931676	0.42391304347826086
chr1	3441000	3441499	5	0.3543831168831169	0.20454545454545453
chr1	2865000	2865499	5	0.345475910693302	0.33695652173913043
chr1	1164000	1164499	5	0.3420595533498759	0.08870967741935484
chr1	2928500	2928999	5	0.3417919799498747	0.26785714285714285
chr1	4623000	4623499	5	0.34143410852713174	0.52
chr1	44617000	44617499	5	0.3411458333333333	0.041666666666666664
chr1	866500	866999	5	0.3352272727272727	0.2897727272727273
chr1	86154500	86154999	5	0.33375	0.16
chr1	13878000	13878499	5	0.33079268292682923	0.43750000000000006
chr1	3031000	3031499	5	0.3285984848484848	0.3229166666666667
chr1	2433500	2433999	5	0.32644489247311836	0.3870967741935484
chr1	27044000	27044499	5	0.3209090909090909	0.40909090909090906
chr1	4004000	4004499	5	0.3199835975943137	0.45967741935483875
chr1	7493500	7493999	5	0.31911764705882356	0.47500000000000003
chr1	3623000	3623499	5	0.3167168674698795	0.48750000000000004
chr1	2603500	2603999	5	0.3156702898550725	0.42391304347826086
chr1	36863500	36863999	5	0.31439393939393934	0.3522727272727273
chr1	1230000	1230499	5	0.31384615384615366	0.5900000000000001
chr1	27198500	27198999	5	0.3121794871794872	0.55
chr1	3550500	3550999	5	0.3073489010989011	0.5096153846153846
chr1	5833500	5833999	5	0.30654158215010147	0.46551724137931033
chr1	15479500	15479999	5	0.30573770491803276	0.6000000000000001
chr1	47333000	47333499	5	0.3037757437070938	0.13043478260869565
chr1	30250000	30250499	5	0.30373376623376624	0.4553571428571428
chr1	91546000	91546499	5	0.3026488043288531	0.5808823529411765
chr1	3207500	3207999	5	0.30261363636363625	0.49
chr1	2904000	2904499	5	0.3008771929824561	0.5083333333333333
chr1	20534000	20534499	5	0.2955974842767296	0.41666666666666663
chr1	7348000	7348499	5	0.2950153711023276	0.43478260869565216
chr1	18804500	18804999	5	0.2936170212765958	0.45
chr1	3804000	3804499	5	0.29344919786096246	0.36363636363636365
chr1	4122000	4122499	5	0.2929894179894179	0.4464285714285714
chr1	25141500	25141999	5	0.29239766081871343	0.19444444444444442
chr1	24132000	24132499	5	0.29000000000000004	0.6000000000000001
chr1	6089500	6089999	5	0.2886363636363637	0.44999999999999996
chr1	6218000	6218499	5	0.28797169811320755	0.5375
chr1	6091500	6091999	5	0.28645833333333337	0.5
chr1	37423500	37423999	5	0.284786641929499	0.5340909090909092
chr1	92441500	92441999	5	0.2845588235294117	0.425
chr1	17222500	17222999	5	0.2844551282051281	0.5520833333333334
chr1	4377500	4377999	5	0.2842702852395459	0.5326086956521738
chr1	2903000	2903499	5	0.2840743969776228	0.6370967741935484
chr1	72982000	72982499	5	0.28338983050847455	0.42000000000000004
chr1	1598000	1598499	5	0.2828674948240165	0.532608695652174
chr1	4121500	4121999	5	0.2819478908188586	0.5161290322580645
chr1	9501000	9501499	5	0.2806267806267806	0.5462962962962963
chr1	72618500	72618999	5	0.28006198347107436	0.6125
chr1	2814500	2814999	5	0.2777027027027026	0.5472972972972974
chr1	91806000	91806499	5	0.27742321499800565	0.20652173913043476
chr1	23367500	23367999	5	0.2766380894060012	0.05434782608695652
chr1	6089000	6089499	5	0.2758985200845666	0.6136363636363636
chr1	54679000	54679499	5	0.275	0.475
chr1	6131000	6131499	5	0.2728937728937729	0.38095238095238093
chr1	3932000	3932499	5	0.27250445632798576	0.4926470588235294
chr1	21784000	21784499	5	0.2717938783417281	0.4051724137931034
chr1	2198500	2198999	5	0.2685975609756097	0.23750000000000002
chr1	29802000	29802499	5	0.26773049645390073	0.08333333333333333
chr1	2190000	2190499	5	0.2668706293706294	0.1125
chr1	44507500	44507999	5	0.26657765910102355	0.4880952380952381
chr1	69312500	69312999	5	0.26571912650602414	0.2734375
chr1	3727500	3727999	5	0.26376570583887665	0.4659090909090909
chr1	3206500	3206999	5	0.2635204081632653	0.5375
chr1	3127000	3127499	5	0.26351351351351354	0.3
chr1	1916500	1916999	5	0.26190476190476186	0.5714285714285714
chr1	4022500	4022999	5	0.2613122171945701	0.5769230769230769
chr1	6034500	6034999	5	0.26	0.24
chr1	3556500	3556999	5	0.2590638528138528	0.5757575757575758
chr1	53526500	53526999	5	0.25898692810457513	0.375
chr1	10686500	10686999	5	0.25767841011743453	0.12037037037037036
chr1	13241500	13241999	5	0.2575331971399386	0.5795454545454546
chr1	37065000	37065499	5	0.2573394495412844	0.55
chr1	4628000	4628499	5	0.2570761599066238	0.6086956521739131
chr1	1369500	1369999	5	0.25706388206388214	0.4659090909090909
chr1	16782000	16782499	5	0.25641025641025644	0.4166666666666667
chr1	15201500	15201999	5	0.25595238095238093	0.041666666666666664
chr1	11449500	11449999	5	0.2504960317460317	0.29464285714285715
chr1	19737500	19737999	6	0.6506211180124224	0.20652173913043478
chr1	9878000	9878499	6	0.5909090909090909	0.25
chr1	47323000	47323499	6	0.584795321637427	0.2763157894736842
chr1	16251500	16251999	6	0.5773809523809523	0.3392857142857143
chr1	31759500	31759999	6	0.5654761904761905	0.2916666666666667
chr1	81886000	81886499	6	0.5619565217391304	0.275
chr1	54259500	54259999	6	0.5572916666666667	0.359375
chr1	25531000	25531499	6	0.5549450549450549	0.23076923076923075
chr1	41430000	41430499	6	0.5532959326788219	0.2934782608695652
chr1	11008000	11008499	6	0.5477642276422764	0.375
chr1	67815500	67815999	6	0.5457240948813983	0.3194444444444444
chr1	51111500	51111999	6	0.5398860398860399	0.28703703703703703
chr1	81033000	81033499	6	0.5315126050420169	0.39705882352941174
chr1	44587500	44587999	6	0.5296052631578947	0.3125
chr1	10760500	10760999	6	0.5285243407707911	0.35294117647058826
chr1	15308500	15308999	6	0.5178571428571428	0.23214285714285715
chr1	41453000	41453499	6	0.5166666666666666	0.4
chr1	19288000	19288499	6	0.5136554621848739	0.2720588235294118
chr1	47727500	47727999	6	0.5104166666666667	0.3333333333333333
chr1	2092500	2092999	6	0.5104166666666667	0.3645833333333333
chr1	27123500	27123999	6	0.5076923076923077	0.4388888888888889
chr1	41919000	41919499	6	0.5073529411764706	0.24264705882352938
chr1	2098000	2098499	6	0.5043507362784472	0.4444444444444444
chr1	43007500	43007999	6	0.5025839793281653	0.19186046511627908
chr1	94642000	94642499	6	0.5017230576441103	0.2976190476190476
chr1	89574500	89574999	6	0.5013736263736264	0.39285714285714285
chr1	86416500	86416999	6	0.5	0.25
chr1	64747500	64747999	6	0.49822443181818177	0.44318181818181823
chr1	7263000	7263499	6	0.4973358908780904	0.18382352941176472
chr1	45684000	45684499	6	0.4953703703703704	0.3796296296296296
chr1	63023000	63023499	6	0.4947478991596639	0.3088235294117647
chr1	86779000	86779499	6	0.49410737669140115	0.3793103448275862
chr1	67816000	67816499	6	0.4933712121212121	0.3333333333333333
chr1	93590000	93590499	6	0.4921875	0.4609375
chr1	27132500	27132999	6	0.490254872563718	0.3804347826086957
chr1	8247500	8247999	6	0.4890180878552972	0.37209302325581395
chr1	77992500	77992999	6	0.4855100970364543	0.46341463414634143
chr1	9331000	9331499	6	0.4848816827344435	0.35714285714285715
chr1	26863500	26863999	6	0.4838311688311688	0.31
chr1	19385000	19385499	6	0.48245614035087725	0.3092105263157895
chr1	16971500	16971999	6	0.4820075757575757	0.34090909090909094
chr1	19623500	19623999	6	0.48029850746268665	0.45999999999999996
chr1	26945500	26945999	6	0.47916666666666663	0.33333333333333337
chr1	53167000	53167499	6	0.47756410256410253	0.28205128205128205
chr1	24108500	24108999	6	0.4772727272727273	0.2727272727272727
chr1	10819000	10819499	6	0.47623239436619724	0.3125
chr1	6472500	6472999	6	0.47318152385063683	0.3719512195121951
chr1	13799000	13799499	6	0.47285067873303166	0.4903846153846154
chr1	48931500	48931999	6	0.47120098039215697	0.26041666666666663
chr1	3456000	3456499	6	0.47011494252873565	0.39655172413793105
chr1	30039000	30039499	6	0.4671261930010605	0.3804347826086957
chr1	88613000	88613499	6	0.46666666666666656	0.30833333333333335
chr1	24936500	24936999	6	0.4648286064068557	0.46120689655172414
chr1	28747500	28747999	6	0.4635199523525907	0.4782608695652174
chr1	94697500	94697999	6	0.46182095343680707	0.2682926829268293
chr1	27519500	27519999	6	0.46168831168831165	0.35000000000000003
chr1	1143500	1143999	6	0.46022727272727276	0.3693181818181818
chr1	77938000	77938499	6	0.45975378787878785	0.46212121212121215
chr1	6474000	6474499	6	0.45623931623931624	0.36
chr1	19921500	19921999	6	0.4552083333333333	0.3416666666666667
chr1	25577500	25577999	6	0.454174287954011	0.4011627906976744
chr1	1648000	1648499	6	0.44999999999999996	0.375
chr1	17597500	17597999	6	0.4490358126721764	0.41666666666666663
chr1	95122000	95122499	6	0.44522522522522523	0.3581081081081081
chr1	26863000	26863499	6	0.4451013513513513	0.3986486486486487
chr1	1159000	1159499	6	0.44172705314009664	0.4402173913043478
chr1	28243500	28243999	6	0.4395833333333333	0.26041666666666663
chr1	38097500	38097999	6	0.4384920634920635	0.38095238095238093
chr1	56527500	56527999	6	0.4375	0.3125
chr1	89901500	89901999	6	0.43749999999999994	0.4791666666666667
chr1	91831500	91831999	6	0.43716475095785434	0.3017241379310345
chr1	43313500	43313999	6	0.43715277777777783	0.4722222222222222
chr1	85007000	85007499	6	0.43333333333333335	0.41666666666666663
chr1	27686500	27686999	6	0.43296252927400464	0.33035714285714285
chr1	37732000	37732499	6	0.4322139303482587	0.29166666666666663
chr1	1244000	1244499	6	0.43173987941429803	0.24074074074074073
chr1	9253000	9253499	6	0.43106758832565284	0.47619047619047616
chr1	17596000	17596499	6	0.4305555555555555	0.4583333333333333
chr1	25779500	25779999	6	0.43014705882352944	0.5073529411764706
chr1	2138500	2138999	6	0.4301169590643274	0.4777777777777778
chr1	39826500	39826999	6	0.4298349056603774	0.34375
chr1	22393500	22393999	6	0.4297538200339559	0.29605263157894735
chr1	43286000	43286499	6	0.4285714285714286	0.44047619047619047
chr1	6482000	6482499	6	0.42514150943396223	0.37735849056603776
chr1	54257500	54257999	6	0.4250565610859729	0.4595588235294118
chr1	27037500	27037999	6	0.4244663382594417	0.27380952380952384
chr1	59429500	59429999	6	0.42333333333333334	0.5416666666666666
chr1	44650000	44650499	6	0.4233050847457628	0.475
chr1	6011000	6011499	6	0.4227941176470589	0.3125
chr1	24759500	24759999	6	0.42272727272727273	0.35
chr1	19981500	19981999	6	0.4217352415026834	0.27884615384615385
chr1	10778500	10778999	6	0.4214285714285715	0.3928571428571428
chr1	32935500	32935999	6	0.42123477297895917	0.5119047619047619
chr1	17595500	17595999	6	0.4209051724137931	0.33125000000000004
chr1	94605500	94605999	6	0.4190767519466074	0.45161290322580644
chr1	911000	911499	6	0.4187019069923051	0.163265306122449
chr1	74010000	74010499	6	0.41793372319688116	0.34259259259259256
chr1	48527000	48527499	6	0.4155555555555555	0.3611111111111111
chr1	67105000	67105499	6	0.4147727272727272	0.42613636363636365
chr1	6270000	6270499	6	0.41410392364793214	0.3902439024390244
